no,none,nor,neither,nobody,cannot,hardly,notice,zero,necessarily,bother,possibility,anybody,nowhere,necessary,absence,afraid,trouble,impossible,concerned,favor
education,education,educational,curriculum,literacy,teaching,schools,academic,learning,vocational,schooling,students,teachers,educators,curricula,programs,university,student,colleges,classroom,universities
no,none,nor,neither,nobody,cannot,hardly,notice,zero,necessarily,bother,possibility,anybody,nowhere,necessary,absence,afraid,trouble,impossible,concerned,favor
control,controls,controlling,controlled,controller,operation,remote,monitoring,switch,systems,controll,mechanism,functions,controllers,function,pressure,management,monitor,allowing,prevent,maintain
sarcasm,sarcasm,snark,sarcastic,irony,snarky,snide,humor,humour,snarkiness,cynicism,hyperbole,ironic,silliness,joking,insult,condescension,insults,stupidity,innuendo,puns
classroom,classroom,classrooms,curriculum,teachers,students,learning,teaching,teacher,kindergarten,educational,elementary,instructional,education,student,preschool,literacy,curricula,educators,academic,homework
them,theirs,ourselves,letting,knowing,apart,keeping,immediately,wanting,bringing,decide,kept,upon,whenever,afraid,somehow,cannot,yours,thus,properly,besides
alone,hardly,nobody,nowhere,somehow,knowing,perhaps,surely,thus,indeed,cannot,neither,therefore,forever,apparently,nor,beyond,besides,alive,somebody,practically
hey,hey,yep,umm,yea,alright,hi,hello,gotta,yup,thats,btw,anyways,ya,uh,wanna,whats,hmm,c'mon,hmmm,cuz
teacher,teacher,teachers,student,teaching,tutor,educator,classroom,instructor,taught,elementary,kindergarten,students,teach,education,lesson,curriculum,graduate,lessons,schools,counselor
alone,hardly,nobody,nowhere,somehow,knowing,perhaps,surely,thus,indeed,cannot,neither,therefore,forever,apparently,nor,beyond,besides,alive,somebody,practically
just,wondering,figured,somehow,hardly,suppose,barely,perhaps,hoping,apparently,seemed,realized,unfortunately,thats,everybody,noticed,admit,forgot,wanting,surely,stuck
wall,wall,walls,ceiling,floor,roof,hanging,decorative,tile,stairs,brick,fence,window,glass,staircase,curtain,hallway,doors,railing,tiles,stone
just,wondering,figured,somehow,hardly,suppose,barely,perhaps,hoping,apparently,seemed,realized,unfortunately,thats,everybody,noticed,admit,forgot,wanting,surely,stuck
wall,wall,walls,ceiling,floor,roof,hanging,decorative,tile,stairs,brick,fence,window,glass,staircase,curtain,hallway,doors,railing,tiles,stone
no,none,nor,neither,nobody,cannot,hardly,notice,zero,necessarily,bother,possibility,anybody,nowhere,necessary,absence,afraid,trouble,impossible,concerned,favor
education,education,educational,curriculum,literacy,teaching,schools,academic,learning,vocational,schooling,students,teachers,educators,curricula,programs,university,student,colleges,classroom,universities
no,none,nor,neither,nobody,cannot,hardly,notice,zero,necessarily,bother,possibility,anybody,nowhere,necessary,absence,afraid,trouble,impossible,concerned,favor
control,controls,controlling,controlled,controller,operation,remote,monitoring,switch,systems,controll,mechanism,functions,controllers,function,pressure,management,monitor,allowing,prevent,maintain
sarcasm,sarcasm,snark,sarcastic,irony,snarky,snide,humor,humour,snarkiness,cynicism,hyperbole,ironic,silliness,joking,insult,condescension,insults,stupidity,innuendo,puns
classroom,classroom,classrooms,curriculum,teachers,students,learning,teaching,teacher,kindergarten,educational,elementary,instructional,education,student,preschool,literacy,curricula,educators,academic,homework
them,theirs,ourselves,letting,knowing,apart,keeping,immediately,wanting,bringing,decide,kept,upon,whenever,afraid,somehow,cannot,yours,thus,properly,besides
alone,hardly,nobody,nowhere,somehow,knowing,perhaps,surely,thus,indeed,cannot,neither,therefore,forever,apparently,nor,beyond,besides,alive,somebody,practically
hey,hey,yep,umm,yea,alright,hi,hello,gotta,yup,thats,btw,anyways,ya,uh,wanna,whats,hmm,c'mon,hmmm,cuz
teacher,teacher,teachers,student,teaching,tutor,educator,classroom,instructor,taught,elementary,kindergarten,students,teach,education,lesson,curriculum,graduate,lessons,schools,counselor
alone,hardly,nobody,nowhere,somehow,knowing,perhaps,surely,thus,indeed,cannot,neither,therefore,forever,apparently,nor,beyond,besides,alive,somebody,practically
just,wondering,figured,somehow,hardly,suppose,barely,perhaps,hoping,apparently,seemed,realized,unfortunately,thats,everybody,noticed,admit,forgot,wanting,surely,stuck
wall,wall,walls,ceiling,floor,roof,hanging,decorative,tile,stairs,brick,fence,window,glass,staircase,curtain,hallway,doors,railing,tiles,stone
just,wondering,figured,somehow,hardly,suppose,barely,perhaps,hoping,apparently,seemed,realized,unfortunately,thats,everybody,noticed,admit,forgot,wanting,surely,stuck
wall,wall,walls,ceiling,floor,roof,hanging,decorative,tile,stairs,brick,fence,window,glass,staircase,curtain,hallway,doors,railing,tiles,stone
wrong,mistake,suppose,somebody,anybody,blame,somehow,nobody,afraid,ignore,messed,admit,knowing,incorrect,bother,mistaken,confused,disagree,unfortunately,clue,wondering
wrong,mistake,suppose,somebody,anybody,blame,somehow,nobody,afraid,ignore,messed,admit,knowing,incorrect,bother,mistaken,confused,disagree,unfortunately,clue,wondering
wrong,mistake,suppose,somebody,anybody,blame,somehow,nobody,afraid,ignore,messed,admit,knowing,incorrect,bother,mistaken,confused,disagree,unfortunately,clue,wondering
meat,meat,beef,meats,pork,chicken,sausage,steak,cooked,poultry,vegetables,lamb,sausages,cheese,steaks,eaten,bacon,foods,venison,roast,veggies
pudding,pudding,custard,cheesecake,pie,dessert,cake,puddings,fudge,butter,muffins,chocolate,pancakes,oatmeal,jello,brownie,frosting,soup,muffin,biscuits,pies
you,yours,knowing,decide,appreciate,whenever,anybody,somebody,everybody,surely,lets,letting,wanting,wondering,discover,truly,hesitate,cannot,suppose,aware,afraid
again,hopefully,awhile,hoping,twice,ahead,immediately,sooner,sometime,somehow,tomorrow,suddenly,stopped,earlier,shortly,unfortunately,kept,whenever,seemed,meantime,tonight
again,hopefully,awhile,hoping,twice,ahead,immediately,sooner,sometime,somehow,tomorrow,suddenly,stopped,earlier,shortly,unfortunately,kept,whenever,seemed,meantime,tonight
again,hopefully,awhile,hoping,twice,ahead,immediately,sooner,sometime,somehow,tomorrow,suddenly,stopped,earlier,shortly,unfortunately,kept,whenever,seemed,meantime,tonight
pudding,pudding,custard,cheesecake,pie,dessert,cake,puddings,fudge,butter,muffins,chocolate,pancakes,oatmeal,jello,brownie,frosting,soup,muffin,biscuits,pies
meat,meat,beef,meats,pork,chicken,sausage,steak,cooked,poultry,vegetables,lamb,sausages,cheese,steaks,eaten,bacon,foods,venison,roast,veggies
yes,yep,hey,suppose,anyways,forgot,thats,nope,hmmm,yup,heck,kidding,btw,hmm,yea,alright,huh,dunno,admit,unfortunately,umm
sheds,sheds,shed,barns,garages,carports,barn,outbuildings,fences,shedding,greenhouses,gazebos,carport,roofs,shelters,outbuilding,stables,roof,timber,siding,fencing
laddie,laddie,lassie,laddies,bairn,nae,laddy,dinna,lass,lad,braw,auld,sirs,bairns,lassies,bonny,lasses,weel,boyo,fellah,frae
